35.56551	-83.52262
35.56552	-83.52256
35.56552	-83.52256
35.56551	-83.52245
35.56551	-83.52245
35.56553	-83.5224
35.56553	-83.5224
35.56554	-83.5223
35.56554	-83.5223
35.56549	-83.52217
35.56549	-83.52217
35.56553	-83.52212
35.56553	-83.52212
35.56555	-83.52201
35.56555	-83.52201
35.56558	-83.52189
35.56558	-83.52189
35.56559	-83.52184
35.56559	-83.52184
35.56559	-83.52178
35.56559	-83.52178
35.5656	-83.52173
35.5656	-83.52173
35.56568	-83.52136
35.56568	-83.52136
35.56569	-83.5213
35.56569	-83.5213
35.56568	-83.52126
35.56568	-83.52126
35.56568	-83.52126
35.56568	-83.52126
35.56559	-83.5209
35.56559	-83.5209
35.56543	-83.52061
35.56543	-83.52061
35.56538	-83.52057
35.56538	-83.52057
35.56535	-83.52051
35.56535	-83.52051
35.5651	-83.52031
35.5651	-83.52031
35.56507	-83.52024
35.56507	-83.52024
35.56501	-83.52019
35.56501	-83.52019
35.56496	-83.52014
35.56496	-83.52014
35.56491	-83.52008
35.56491	-83.52008
35.56489	-83.52001
35.56489	-83.52001
35.56487	-83.51995
35.56487	-83.51995
35.56482	-83.5199
35.56482	-83.5199
35.56477	-83.51985
35.56477	-83.51985
35.56468	-83.51973
35.56468	-83.51973
35.56463	-83.51969
35.56463	-83.51969
35.56457	-83.51955
35.56457	-83.51955
35.56454	-83.51949
35.56454	-83.51949
35.5645	-83.51942
35.5645	-83.51942
35.56445	-83.51936
35.56445	-83.51936
35.5644	-83.5193
35.5644	-83.5193
35.56436	-83.51924
35.56436	-83.51924
35.56432	-83.5192
35.56432	-83.5192
35.56427	-83.51915
35.56427	-83.51915
35.56423	-83.51911
35.56423	-83.51911
35.56417	-83.51909
35.56417	-83.51909
35.56411	-83.51905
35.56411	-83.51905
35.56406	-83.519
35.56406	-83.519
35.56399	-83.519
35.56399	-83.519
35.56395	-83.51896
35.56395	-83.51896
35.56395	-83.51878
35.56395	-83.51878
35.56395	-83.51874
35.56395	-83.51874
35.56392	-83.51869
35.56392	-83.51869
35.5639	-83.51866
35.5639	-83.51866
35.56385	-83.51862
35.56385	-83.51862
35.56383	-83.51861
35.56383	-83.51861
35.56384	-83.5186
35.56384	-83.5186
35.56381	-83.51857
35.56381	-83.51857
35.56373	-83.51853
35.56373	-83.51853
35.56371	-83.5185
35.56371	-83.5185
35.56365	-83.51849
35.56365	-83.51849
35.5636	-83.51846
35.5636	-83.51846
35.56355	-83.51844
35.56355	-83.51844
35.56349	-83.51838
35.56349	-83.51838
35.56344	-83.51841
35.56344	-83.51841
35.56339	-83.51838
35.56339	-83.51838
35.56336	-83.51836
35.56336	-83.51836
35.56334	-83.51832
35.56334	-83.51832
35.56331	-83.51827
35.56331	-83.51827
35.56328	-83.51825
35.56328	-83.51825
35.56325	-83.51816
35.56325	-83.51816
35.56323	-83.51809
35.56323	-83.51809
35.5632	-83.51805
35.5632	-83.51805
35.56317	-83.51802
35.56317	-83.51802
35.56314	-83.51798
35.56314	-83.51798
35.56311	-83.51794
35.56311	-83.51794
35.56307	-83.51789
35.56307	-83.51789
35.56304	-83.51785
35.56304	-83.51785
35.56301	-83.51781
35.56301	-83.51781
35.56294	-83.51774
35.56294	-83.51774
35.5629	-83.51772
35.5629	-83.51772
35.56286	-83.51767
35.56286	-83.51767
35.56283	-83.51762
35.56283	-83.51762
35.56279	-83.51756
35.56279	-83.51756
35.56274	-83.51752
35.56274	-83.51752
35.56273	-83.51746
35.56273	-83.51746
35.56272	-83.5174
35.56272	-83.5174
35.56272	-83.51739
35.56272	-83.51739
35.56271	-83.51734
35.56271	-83.51734
35.56267	-83.51728
35.56267	-83.51728
35.56263	-83.51724
35.56263	-83.51724
35.5626	-83.51718
35.5626	-83.51718
35.56257	-83.51712
35.56257	-83.51712
35.56254	-83.51706
35.56254	-83.51706
35.56251	-83.51699
35.56251	-83.51699
35.56248	-83.51691
35.56248	-83.51691
35.56244	-83.51677
35.56244	-83.51677
35.56241	-83.51669
35.56241	-83.51669
35.56237	-83.51663
35.56237	-83.51663
35.56237	-83.51653
35.56237	-83.51653
35.56237	-83.51645
35.56237	-83.51645
35.56237	-83.51631
35.56237	-83.51631
35.56239	-83.51624
35.56239	-83.51624
35.56241	-83.51618
35.56241	-83.51618
35.56241	-83.51612
35.56241	-83.51612
35.56242	-83.51606
35.56242	-83.51606
35.56243	-83.51602
35.56243	-83.51602
35.56245	-83.51596
35.56245	-83.51596
35.56247	-83.5159
35.56247	-83.5159
35.56244	-83.51571
35.56244	-83.51571
35.56245	-83.51561
35.56245	-83.51561
35.56246	-83.51555
35.56246	-83.51555
35.56252	-83.51548
35.56252	-83.51548
35.56251	-83.51544
35.56251	-83.51544
35.56254	-83.51538
35.56254	-83.51538
35.56255	-83.51533
35.56255	-83.51533
35.56259	-83.51526
35.56259	-83.51526
35.56262	-83.51518
35.56262	-83.51518
35.56266	-83.51511
35.56266	-83.51511
35.56266	-83.51491
35.56266	-83.51491
35.56277	-83.51465
35.56277	-83.51465
35.56272	-83.51461
35.56272	-83.51461
35.56277	-83.51455
35.56277	-83.51455
35.56277	-83.5145
35.56277	-83.5145
35.56278	-83.51443
35.56278	-83.51443
35.56278	-83.51436
35.56278	-83.51436
35.56279	-83.51427
35.56279	-83.51427
35.56281	-83.51424
35.56281	-83.51424
35.56282	-83.51422
35.56282	-83.51422
35.56284	-83.51414
35.56284	-83.51414
35.56284	-83.51408
35.56284	-83.51408
35.56286	-83.514
35.56286	-83.514
35.56288	-83.51393
35.56288	-83.51393
35.5629	-83.51387
35.5629	-83.51387
35.5629	-83.51384
35.5629	-83.51384
35.56292	-83.51381
35.56292	-83.51381
35.56294	-83.51374
35.56294	-83.51374
35.56296	-83.51366
35.56296	-83.51366
35.56295	-83.51362
35.56295	-83.51362
35.56297	-83.51356
35.56297	-83.51356
35.56296	-83.5135
35.56296	-83.5135
35.56299	-83.51346
35.56299	-83.51346
35.563	-83.51342
35.563	-83.51342
35.563	-83.5134
35.563	-83.5134
35.56304	-83.51338
35.56304	-83.51338
35.56307	-83.5133
